
-3.5 -0.999999338329936
-3.46875 -0.999999165859643
-3.4375 -0.999998950460199
-3.40625 -0.999998681983064
-3.375 -0.999998348017139
-3.34375 -0.999997933417615
-3.3125 -0.99999741974444
-3.28125 -0.999996784594793
-3.25 -0.99999600081158
-3.21875 -0.999995035547391
-3.1875 -0.999993849160393
-3.15625 -0.999992393915425
-3.125 -0.999990612460009
-3.09375 -0.999988436041049
-3.0625 -0.999985782423765
-3.03125 -0.99998255346979
-3 -0.999978632326396
-2.96875 -0.999973880173544
-2.9375 -0.999968132469837
-2.90625 -0.999961194632596
-2.875 -0.999952837081188
-2.84375 -0.999942789566464
-2.8125 -0.999930734702831
-2.78125 -0.999916300613216
-2.75 -0.99989905259094
-2.71875 -0.999878483676742
-2.6875 -0.999854004043727
-2.65625 -0.999824929078313
-2.625 -0.999790466041377
-2.59375 -0.999749699191123
-2.5625 -0.999701573247862
-2.53125 -0.999644875081353
-2.5 -0.999578213503831
-2.46875 -0.9994999970567
-2.4375 -0.999408409686576
-2.40625 -0.999301384217099
-2.375 -0.999214874673593
-2.34375 -0.999079972261749
-2.3125 -0.998923873023591
-2.28125 -0.998743599678936
-2.25 -0.998535815601888
-2.21875 -0.998296790569165
-2.1875 -0.99802236456825
-2.15625 -0.997707909746442
-2.125 -0.997348290616562
-2.09375 -0.996937822673303
-2.0625 -0.996470229615536
-2.03125 -0.995938599414425
-2 -0.995335339514302
-1.96875 -0.994652131502838
-1.9375 -0.993879885638339
-1.90625 -0.993008695674613
-1.875 -0.992027794476936
-1.84375 -0.99092551097547
-1.8125 -0.989689229054149
-1.78125 -0.988305349022459
-1.75 -0.98675925236378
-1.71875 -0.985035270495669
-1.6875 -0.983116658313621
-1.65625 -0.980985573319048
-1.625 -0.978623061153298
-1.59375 -0.975902408855027
-1.5625 -0.972996892820943
-1.53125 -0.969791062747425
-1.5 -0.966267305725807
-1.46875 -0.962398227509293
-1.4375 -0.957943027865727
-1.40625 -0.953273647564539
-1.375 -0.948175513553458
-1.34375 -0.942620112388573
-1.3125 -0.936578235850708
-1.28125 -0.930020097446989
-1.25 -0.922915463768471
-1.21875 -0.915236124265028
-1.1875 -0.90694710950209
-1.15625 -0.898019787490026
-1.125 -0.888423742683222
-1.09375 -0.878092296910915
-1.0625 -0.867063636329907
-1.03125 -0.8552778781691
-1 -0.842702448709446
-0.96875 -0.829344327041955
-0.9375 -0.815121851820127
-0.90625 -0.800042541109319
-0.875 -0.784075576708877
-0.84375 -0.767226005845678
-0.8125 -0.74946423552469
-0.78125 -0.730777399312286
-0.75 -0.711155664544184
-0.71875 -0.690592181985811
-0.6875 -0.66908438556322
-0.65625 -0.646632206445482
-0.625 -0.623240457934723
-0.59375 -0.598917033965929
-0.5625 -0.573674168924521
-0.53125 -0.547528215328235
-0.5 -0.520499697761914
-0.46875 -0.492613335615091
-0.4375 -0.463898033315306
-0.40625 -0.43438641018901
-0.375 -0.404116075168301
-0.34375 -0.373128632984467
-0.3125 -0.341468273449533
